val/loss_simple,val/loss_vlb,val/loss,val/loss_simple_ema,val/loss_vlb_ema,val/loss_ema,epoch,created_at
0.7978788018226624,0.006401012651622295,0.7978788018226624,0.7978920936584473,0.0061488645151257515,0.7978920936584473,0,2026-06-06 11:41:14.442644
